Ta+Au @ 40A MeV from TAPS experiment at GANIL - Selected photon pairs.
TOF1[ns]TOF2[ns] E1[MeV]E2[MeV] Theta1 Theta2   Phi1    Phi2
2.625   1.882    30.97  48.92   87.22   62.07  174.21   -1.80
0.448   0.897    55.33  32.34   56.57   85.96  173.76 -178.37
2.317   2.076    27.14  32.54   66.20   52.20 -163.37   20.22
1.058   1.453    23.91  62.05  134.18  104.04 -175.10  -17.56
1.284   1.499    36.56  37.74  155.24  116.31  -41.40   -0.75
2.948   3.201    26.41  36.11   64.92   70.00  179.04  -14.99
1.853   1.322    24.19  29.22  156.82  100.69  -27.17  -12.43
2.801   2.897    30.40  44.83  148.41   69.83 -165.76   19.82
2.318   2.526    33.58  27.01   87.09   71.27  170.62   15.85
1.436   1.197    53.36  80.15  104.96   95.54 -163.70   -2.42
2.404   1.518    35.36  31.78   96.69  120.26 -173.87    6.32
1.258   0.765    44.75  37.72   57.96   48.88  164.04    5.51
1.427   1.434    50.37  24.70  101.75  102.71  163.30   -0.19
1.586   1.314    30.48  33.66  108.84   56.56  -12.44   10.02
1.168   2.272    27.29  45.84   51.65   51.85  160.16   20.77
1.289   1.800    27.17  27.45  136.55   68.42   14.20    7.03
3.062   1.805    28.27  26.13   87.02  106.59  169.66   19.19
2.482   1.813    33.61  41.34  139.19  107.26 -162.04   -9.21
1.438   1.173    63.71  72.64  108.76   90.20 -168.76    7.45
1.452   1.234    38.62  27.65   62.70   91.71  176.30   -9.46
2.025   2.251    27.73  27.84   59.34  138.62 -163.72  172.75
1.537   1.324    29.47  27.03   61.15  112.91 -179.26    8.72
3.056   2.700    29.13  63.64  143.57   49.54  171.67  -13.56
2.293   0.715    22.48  39.68  160.60   66.72   51.95    7.93
1.962   2.367    30.86  30.91   89.56   97.53  165.88  -11.83
1.771   1.515    23.60  50.57  157.64  158.06 -171.78   -7.12
1.193   1.124    36.29  27.60   54.00  155.90  160.49    9.70
1.835   1.758    31.22  41.93  140.12   48.26    1.91   -9.21
1.842   2.280    36.26  59.65   52.29   51.53  162.00    8.82
1.234   1.424    32.54  25.09   64.48  140.79  179.65 -168.61
1.483   1.309    28.49  50.03  134.24  113.99  157.99    7.84
1.509   1.412    51.76  32.88   84.69   54.92 -174.87  -13.78
2.183   2.328    78.05  67.98  107.49  105.37 -175.79   -0.55
0.843   1.084   112.34  70.93  108.63  150.12 -174.76  -26.31
1.505   0.869    56.26  57.75   64.33  101.14 -179.56   12.54
0.819   1.005    23.96  26.83  137.54  102.13 -174.10   15.98
